engine_id,cycle,rul_true_traj,pred,residual
1,1,142.0,125.0,17.0
1,2,141.0,114.8192030303868,26.180796969613198
1,3,140.0,112.1458637978962,27.854136202103803
1,4,139.0,108.05257261630625,30.94742738369375
1,5,138.0,112.03412513252404,25.96587486747596
1,6,137.0,122.08669934804219,14.913300651957812
1,7,136.0,124.46486645539672,11.535133544603283
1,8,135.0,124.7386665357756,10.261333464224407
1,9,134.0,125.0,9.0
1,10,133.0,122.52888312815226,10.471116871847741
1,11,132.0,123.79581068316637,8.204189316833634
1,12,131.0,121.64277658241974,9.357223417580258
1,13,130.0,123.49802467631267,6.501975323687333
1,14,129.0,122.33437039517078,6.6656296048292205
1,15,128.0,123.49817506475043,4.501824935249573
1,16,127.0,121.34891510849191,5.651084891508091
1,17,126.0,123.4555507055332,2.5444492944668013
1,18,125.0,120.5729865703923,4.4270134296076975
1,19,124.0,123.71656819474772,0.2834318052522775
1,20,123.0,120.89056334494845,2.109436655051553
1,21,122.0,117.63103760647935,4.368962393520647
1,22,121.0,119.49814028799356,1.5018597120064356
1,23,120.0,124.16572853122678,-4.165728531226776
1,24,119.0,122.59569698054865,-3.5956969805486523
1,25,118.0,118.65770733077501,-0.6577073307750112
1,26,117.0,113.96116131131691,3.038838688683086
1,27,116.0,119.44435582433344,-3.4443558243334422
1,28,115.0,119.02976153898402,-4.029761538984019
1,29,114.0,117.75429738778483,-3.754297387784831
1,30,113.0,116.84852395859318,-3.8485239585931765
1,31,112.0,117.48972486308,-5.489724863079999
2,1,146.0,124.8196017428763,21.1803982571237
2,2,145.0,111.91829674986025,33.08170325013975
2,3,144.0,108.03904889425677,35.960951105743234
2,4,143.0,110.214246751834,32.785753248166
2,5,142.0,119.50124262761437,22.498757372385626
2,6,141.0,125.0,16.0
2,7,140.0,125.0,15.0
2,8,139.0,106.80362346200889,32.196376537991114
2,9,138.0,114.81324675601515,23.186753243984853
2,10,137.0,110.17396522237337,26.82603477762663
2,11,136.0,122.09786260786683,13.90213739213317
2,12,135.0,116.86993441255787,18.130065587442132
2,13,134.0,121.56120887329028,12.438791126709717
2,14,133.0,124.26531672474151,8.73468327525849
2,15,132.0,115.65311891425068,16.346881085749317
2,16,131.0,113.84910588531353,17.150894114686466
2,17,130.0,124.25053815110964,5.749461848890363
2,18,129.0,122.2316452364857,6.768354763514296
2,19,128.0,125.0,3.0
2,20,127.0,124.74546826743207,2.2545317325679264
2,21,126.0,119.24382397919412,6.756176020805881
2,22,125.0,123.60924276808548,1.3907572319145203
2,23,124.0,123.76821368726519,0.23178631273481187
2,24,123.0,115.75959930849709,7.240400691502913
2,25,122.0,117.10764904017239,4.89235095982761
2,26,121.0,114.71940657564413,6.280593424355871
2,27,120.0,112.67208455744618,7.327915442553817
2,28,119.0,114.98004551146283,4.0199544885371665
2,29,118.0,117.23934735409891,0.7606526459010894
2,30,117.0,117.4736518902168,-0.4736518902168001
2,31,116.0,117.48640675485207,-1.4864067548520694
2,32,115.0,111.82825655512303,3.1717434448769666
2,33,114.0,115.48910339634095,-1.4891033963409512
2,34,113.0,113.64986400215759,-0.6498640021575852
2,35,112.0,117.19960054057817,-5.1996005405781744
2,36,111.0,119.69943280407328,-8.699432804073282
2,37,110.0,119.7733031394495,-9.773303139449496
2,38,109.0,120.89122668435888,-11.891226684358884
2,39,108.0,119.89794844494182,-11.897948444941818
2,40,107.0,117.38860408474478,-10.388604084744784
2,41,106.0,119.88896669601797,-13.888966696017974
2,42,105.0,121.74191792212466,-16.741917922124657
2,43,104.0,121.35689992877772,-17.35689992877772
2,44,103.0,117.06664534372653,-14.066645343726535
2,45,102.0,120.49931915840834,-18.49931915840834
2,46,101.0,121.54000633194828,-20.540006331948277
2,47,100.0,120.856367318971,-20.856367318970996
2,48,99.0,118.09333018199582,-19.093330181995825
2,49,98.0,118.46148551925427,-20.461485519254268
3,1,194.0,123.4274113608599,70.5725886391401
3,2,193.0,116.53945763776241,76.46054236223759
3,3,192.0,124.98285353195168,67.01714646804832
3,4,191.0,125.0,66.0
3,5,190.0,123.46654221194514,66.53345778805486
3,6,189.0,114.92528034017481,74.07471965982519
3,7,188.0,118.06446981150948,69.93553018849052
3,8,187.0,120.39721532337967,66.60278467662033
3,9,186.0,125.0,61.0
3,10,185.0,119.94219879270214,65.05780120729786
3,11,184.0,118.48308295712152,65.51691704287848
3,12,183.0,120.92882308117021,62.07117691882979
3,13,182.0,118.03708623764574,63.96291376235426
3,14,181.0,114.1271431132315,66.8728568867685
3,15,180.0,109.84695853575843,70.15304146424157
3,16,179.0,119.81160751547957,59.188392484520435
3,17,178.0,122.87611412874949,55.12388587125051
3,18,177.0,118.03612026748154,58.963879732518464
3,19,176.0,110.38486650790212,65.61513349209788
3,20,175.0,113.86554186021024,61.13445813978976
3,21,174.0,113.95087531187409,60.049124688125914
3,22,173.0,107.9004798181755,65.0995201818245
3,23,172.0,101.01201118757713,70.98798881242287
3,24,171.0,111.28007778990145,59.719922210098545
3,25,170.0,105.97357465508723,64.02642534491277
3,26,169.0,114.34162356672151,54.65837643327849
3,27,168.0,111.62640661759083,56.37359338240917
3,28,167.0,113.8188821615014,53.181117838498594
3,29,166.0,108.28051066134657,57.71948933865343
3,30,165.0,104.89883822694098,60.10116177305902
3,31,164.0,101.08755369296625,62.91244630703375
3,32,163.0,107.24075945507646,55.75924054492354
3,33,162.0,105.64491970560852,56.355080294391485
3,34,161.0,91.26348396299072,69.73651603700928
3,35,160.0,93.39655900068136,66.60344099931864
3,36,159.0,91.67553884768981,67.32446115231019
3,37,158.0,92.87354424734872,65.12645575265128
3,38,157.0,98.32019147159451,58.67980852840549
3,39,156.0,99.3996121963599,56.6003878036401
3,40,155.0,99.84014063378741,55.15985936621259
3,41,154.0,101.17772076191413,52.82227923808587
3,42,153.0,102.43711255311787,50.56288744688213
3,43,152.0,104.31890391617588,47.681096083824116
3,44,151.0,106.35453671129768,44.64546328870232
3,45,150.0,106.10696985567692,43.89303014432308
3,46,149.0,106.48449142312673,42.51550857687327
3,47,148.0,107.45764259040962,40.54235740959038
3,48,147.0,106.78176498250771,40.21823501749229
3,49,146.0,107.4724229716071,38.5275770283929
3,50,145.0,108.65554691536813,36.344453084631866
3,51,144.0,107.42417363557209,36.57582636442791
3,52,143.0,113.2478581595224,29.752141840477606
3,53,142.0,110.74706021048115,31.252939789518848
3,54,141.0,113.28711716256525,27.712882837434748
3,55,140.0,117.24437941563701,22.755620584362987
3,56,139.0,115.30128312943506,23.698716870564937
3,57,138.0,117.61530572218564,20.38469427781436
3,58,137.0,115.6978878443238,21.3021121556762
3,59,136.0,115.205658174526,20.794341825474007
3,60,135.0,116.51607720249484,18.48392279750516
3,61,134.0,117.50163148866577,16.498368511334235
3,62,133.0,119.85788823093029,13.142111769069714
3,63,132.0,115.4518259180544,16.548174081945604
3,64,131.0,118.32479176386481,12.675208236135191
3,65,130.0,118.54778269646542,11.452217303534582
3,66,129.0,120.45457096228358,8.545429037716417
3,67,128.0,121.3096126021856,6.690387397814405
3,68,127.0,117.92287057744407,9.077129422555927
3,69,126.0,120.10292229542236,5.89707770457764
3,70,125.0,118.69944881277112,6.300551187228876
3,71,124.0,120.24496547552786,3.755034524472137
3,72,123.0,117.21531109686589,5.784688903134111
3,73,122.0,118.76063488945859,3.2393651105414136
3,74,121.0,120.85495702980084,0.14504297019915668
3,75,120.0,119.22355385548356,0.7764461445164414
3,76,119.0,119.86210141757378,-0.8621014175737827
3,77,118.0,119.09265234845209,-1.0926523484520914
3,78,117.0,122.6193668185695,-5.619366818569503
3,79,116.0,123.1526573912965,-7.152657391296501
3,80,115.0,120.6067085308163,-5.606708530816306
3,81,114.0,122.87833408782495,-8.878334087824953
3,82,113.0,122.60329153422578,-9.603291534225775
3,83,112.0,123.8542052116853,-11.854205211685297
3,84,111.0,120.00489177622569,-9.00489177622569
3,85,110.0,119.45742152672288,-9.457421526722882
3,86,109.0,119.99603760425751,-10.99603760425751
3,87,108.0,115.65608718990529,-7.656087189905293
3,88,107.0,119.15756865459022,-12.157568654590222
3,89,106.0,117.49076253180631,-11.490762531806311
3,90,105.0,116.27519220758514,-11.275192207585135
3,91,104.0,121.34180479324505,-17.341804793245046
3,92,103.0,118.44302065544785,-15.443020655447853
3,93,102.0,114.93328276990593,-12.93328276990593
